# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	213681	214310	+						24890827	JH146_RS01180	630		old_locus_tag=JH146_0235
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	213681	214310	+	WP_048201289.1	WP_048201289.1		hypothetical protein		24890827	JH146_RS01180	630	209	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	214419	215954	+						24890828	JH146_RS01185	1536		old_locus_tag=JH146_0236
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	214419	215954	+	WP_048201290.1	WP_048201290.1		radical SAM protein		24890828	JH146_RS01185	1536	511	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	216212	217687	+						24890829	JH146_RS01190	1476		old_locus_tag=JH146_0237
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	216212	217687	+	WP_048201291.1	WP_048201291.1		2-isopropylmalate synthase		24890829	JH146_RS01190	1476	491	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	217762	218229	+						24890830	JH146_RS01195	468		old_locus_tag=JH146_0238
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	217762	218229	+	WP_236953668.1	WP_236953668.1		winged helix-turn-helix transcriptional regulator		24890830	JH146_RS01195	468	155	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	218207	218800	-					fliE	24890831	JH146_RS01200	594		old_locus_tag=JH146_0239
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	218207	218800	-	WP_048201292.1	WP_048201292.1		flagellar hook-basal body complex protein FliE	fliE	24890831	JH146_RS01200	594	197	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	218847	219038	-						24890832	JH146_RS01205	192		old_locus_tag=JH146_0240
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	218847	219038	-	WP_048201293.1	WP_048201293.1		class III signal peptide-containing protein		24890832	JH146_RS01205	192	63	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	219124	221547	+						24890833	JH146_RS01210	2424		old_locus_tag=JH146_0241
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	219124	221547	+	WP_048201294.1	WP_048201294.1		DUF5814 domain-containing protein		24890833	JH146_RS01210	2424	807	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	221614	222645	+						24890834	JH146_RS01215	1032		old_locus_tag=JH146_0242
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	221614	222645	+	WP_048201295.1	WP_048201295.1		potassium channel protein		24890834	JH146_RS01215	1032	343	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	222640	223209	-						24890835	JH146_RS01220	570		old_locus_tag=JH146_0243
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	222640	223209	-	WP_048201296.1	WP_048201296.1		protoglobin domain-containing protein		24890835	JH146_RS01220	570	189	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	223275	224987	-						24890836	JH146_RS01225	1713		old_locus_tag=JH146_0244
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	223275	224987	-	WP_048201297.1	WP_048201297.1		DUF505 family protein		24890836	JH146_RS01225	1713	570	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	225383	225832	+						24890837	JH146_RS01230	450		old_locus_tag=JH146_0245
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	225383	225832	+	WP_048201298.1	WP_048201298.1		carbonic anhydrase		24890837	JH146_RS01230	450	149	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	226012	228042	+					fdhF	24890839	JH146_RS01240	2031		old_locus_tag=JH146_0247
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	226012	228042	+	WP_081874445.1	WP_081874445.1		formate dehydrogenase subunit alpha	fdhF	24890839	JH146_RS01240	2031	676	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	228147	228908	+						24890840	JH146_RS01245	762		old_locus_tag=JH146_0248
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	228147	228908	+	WP_048201301.1	WP_048201301.1		NAD+ synthase		24890840	JH146_RS01245	762	253	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	228978	230246	+						24890841	JH146_RS01250	1269		old_locus_tag=JH146_0249
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	228978	230246	+	WP_052352066.1	WP_052352066.1		DUF2254 domain-containing protein		24890841	JH146_RS01250	1269	422	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	230386	231474	+						24890842	JH146_RS01255	1089		old_locus_tag=JH146_0250
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	230386	231474	+	WP_048201302.1	WP_048201302.1		glutamine amidotransferase family protein		24890842	JH146_RS01255	1089	362	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	231515	233047	+						24890843	JH146_RS01260	1533		old_locus_tag=JH146_0251
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	231515	233047	+	WP_048201303.1	WP_048201303.1		glutamate synthase-related protein		24890843	JH146_RS01260	1533	510	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	233074	233850	+						24890844	JH146_RS01265	777		old_locus_tag=JH146_0252
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	233074	233850	+	WP_048201304.1	WP_048201304.1		hypothetical protein		24890844	JH146_RS01265	777	258	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	233926	234993	+						24890845	JH146_RS01270	1068		old_locus_tag=JH146_0253
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	233926	234993	+	WP_048201305.1	WP_048201305.1		Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain		24890845	JH146_RS01270	1068	355	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	235009	235707	-					queC	24890846	JH146_RS01275	699		old_locus_tag=JH146_0254
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	235009	235707	-	WP_048201306.1	WP_048201306.1		7-cyano-7-deazaguanine synthase QueC	queC	24890846	JH146_RS01275	699	232	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	235792	237138	-					glnA	24890847	JH146_RS01280	1347		old_locus_tag=JH146_0255
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	235792	237138	-	WP_048201307.1	WP_048201307.1		type I glutamate--ammonia ligase	glnA	24890847	JH146_RS01280	1347	448	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	237254	238180	-						24890848	JH146_RS01285	927		old_locus_tag=JH146_0256
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	237254	238180	-	WP_048201308.1	WP_048201308.1		tetratricopeptide repeat protein		24890848	JH146_RS01285	927	308	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	238377	239258	-						24890849	JH146_RS01290	882		old_locus_tag=JH146_0257
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	238377	239258	-	WP_048201309.1	WP_048201309.1		tetratricopeptide repeat protein		24890849	JH146_RS01290	882	293	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	239484	239822	+						24890850	JH146_RS01295	339		old_locus_tag=JH146_0258
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	239484	239822	+	WP_048201310.1	WP_048201310.1		P-II family nitrogen regulator		24890850	JH146_RS01295	339	112	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	239858	241108	+						24890851	JH146_RS01300	1251		old_locus_tag=JH146_0259
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	239858	241108	+	WP_048201311.1	WP_048201311.1		ammonium transporter		24890851	JH146_RS01300	1251	416	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	241249	241710	-						24890852	JH146_RS01305	462		old_locus_tag=JH146_0260
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	241249	241710	-	WP_048201312.1	WP_048201312.1		hypothetical protein		24890852	JH146_RS01305	462	153	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	241944	242882	+						24890853	JH146_RS01310	939		old_locus_tag=JH146_0261
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	241944	242882	+	WP_048201313.1	WP_048201313.1		hypothetical protein		24890853	JH146_RS01310	939	312	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	242890	243234	-						24890854	JH146_RS01315	345		old_locus_tag=JH146_0262
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	242890	243234	-	WP_048201314.1	WP_048201314.1		roadblock/LC7 domain-containing protein		24890854	JH146_RS01315	345	114	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	243308	243778	-						24890855	JH146_RS01320	471		old_locus_tag=JH146_0263
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	243308	243778	-	WP_048201315.1	WP_048201315.1		GTP-binding protein		24890855	JH146_RS01320	471	156	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	243812	244840	-						24890856	JH146_RS01325	1029		old_locus_tag=JH146_0264
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	243812	244840	-	WP_048201316.1	WP_048201316.1		H(2)-dependent methylenetetrahydromethanopterin dehydrogenase-related protein		24890856	JH146_RS01325	1029	342	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	245018	245836	-						24890857	JH146_RS01330	819		old_locus_tag=JH146_0265
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	245018	245836	-	WP_048201317.1	WP_048201317.1		NAD(P)H-hydrate dehydratase		24890857	JH146_RS01330	819	272	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	246154	247764	+						24890858	JH146_RS01335	1611		old_locus_tag=JH146_0266
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	246154	247764	+	WP_048201318.1	WP_048201318.1		ABC transporter substrate-binding protein		24890858	JH146_RS01335	1611	536	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	247813	248748	+						24890859	JH146_RS01340	936		old_locus_tag=JH146_0267
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	247813	248748	+	WP_048201319.1	WP_048201319.1		ABC transporter permease		24890859	JH146_RS01340	936	311	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	248771	249604	+						24890860	JH146_RS01345	834		old_locus_tag=JH146_0268
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	248771	249604	+	WP_048202569.1	WP_048202569.1		ABC transporter permease		24890860	JH146_RS01345	834	277	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	249601	250542	+						24890861	JH146_RS01350	942		old_locus_tag=JH146_0269
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	249601	250542	+	WP_173400796.1	WP_173400796.1		ABC transporter ATP-binding protein		24890861	JH146_RS01350	942	313	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	250535	251452	+						24890862	JH146_RS01355	918		old_locus_tag=JH146_0270
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	250535	251452	+	WP_048201320.1	WP_048201320.1		ABC transporter ATP-binding protein		24890862	JH146_RS01355	918	305	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	251465	252220	+						24890863	JH146_RS01360	756		old_locus_tag=JH146_0271
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	251465	252220	+	WP_048201321.1	WP_048201321.1		class I SAM-dependent methyltransferase		24890863	JH146_RS01360	756	251	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	252190	252462	-						24890864	JH146_RS01365	273		
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	252190	252462	-	WP_048201322.1	WP_048201322.1		hypothetical protein		24890864	JH146_RS01365	273	90	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	252890	253390	-						24890865	JH146_RS01370	501		old_locus_tag=JH146_0272
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	252890	253390	-	WP_048201323.1	WP_048201323.1		AAA family ATPase		24890865	JH146_RS01370	501	166	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	253578	253958	-						24890866	JH146_RS01375	381		old_locus_tag=JH146_0273
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	253578	253958	-	WP_048201324.1	WP_048201324.1		AAA family ATPase		24890866	JH146_RS01375	381	126	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	254077	254457	-						24890867	JH146_RS01380	381		old_locus_tag=JH146_0274
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	254077	254457	-	WP_048201325.1	WP_048201325.1		cyclophilin-like fold protein		24890867	JH146_RS01380	381	126	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	254447	255016	-						24890868	JH146_RS01385	570		old_locus_tag=JH146_0275
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	254447	255016	-	WP_048201326.1	WP_048201326.1		DUF3343 domain-containing protein		24890868	JH146_RS01385	570	189	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	255116	256402	-					apgM	24890869	JH146_RS01390	1287		old_locus_tag=JH146_0276
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	255116	256402	-	WP_048201327.1	WP_048201327.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	apgM	24890869	JH146_RS01390	1287	428	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	256410	257240	-						24890870	JH146_RS01395	831		old_locus_tag=JH146_0277
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	256410	257240	-	WP_048201328.1	WP_048201328.1		hypothetical protein		24890870	JH146_RS01395	831	276	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	257247	257894	-						24890871	JH146_RS01400	648		old_locus_tag=JH146_0278
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	257247	257894	-	WP_048201329.1	WP_048201329.1		sugar phosphate isomerase/epimerase		24890871	JH146_RS01400	648	215	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	258018	259136	-						24890872	JH146_RS01405	1119		old_locus_tag=JH146_0279
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	258018	259136	-	WP_048201330.1	WP_048201330.1		2-hydroxyacyl-CoA dehydratase subunit D		24890872	JH146_RS01405	1119	372	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	259508	260641	+						24890873	JH146_RS01410	1134		old_locus_tag=JH146_0280
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	259508	260641	+	WP_048201331.1	WP_048201331.1		molybdopterin-dependent oxidoreductase		24890873	JH146_RS01410	1134	377	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	260638	261777	+						24890874	JH146_RS01415	1140		old_locus_tag=JH146_0281
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	260638	261777	+	WP_173400797.1	WP_173400797.1		Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C-terminal domain		24890874	JH146_RS01415	1140	379	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	261786	262517	-						24890875	JH146_RS01420	732		old_locus_tag=JH146_0282
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	261786	262517	-	WP_048201333.1	WP_048201333.1		acyl-CoA dehydratase activase		24890875	JH146_RS01420	732	243	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	262514	262987	-						24890876	JH146_RS01425	474		old_locus_tag=JH146_0283
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	262514	262987	-	WP_048201334.1	WP_048201334.1		DUF523 domain-containing protein		24890876	JH146_RS01425	474	157	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	263013	263486	-						24890877	JH146_RS01430	474		old_locus_tag=JH146_0284
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	263013	263486	-	WP_048201335.1	WP_048201335.1		YeeE/YedE family protein		24890877	JH146_RS01430	474	157	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	263604	264062	-						24890878	JH146_RS01435	459		old_locus_tag=JH146_0285
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	263604	264062	-	WP_048201336.1	WP_048201336.1		cytochrome c		24890878	JH146_RS01435	459	152	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	264209	265087	-						24890879	JH146_RS01440	879		old_locus_tag=JH146_0286
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	264209	265087	-	WP_048201337.1	WP_048201337.1		hypothetical protein		24890879	JH146_RS01440	879	292	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	265098	265967	-						24890880	JH146_RS01445	870		old_locus_tag=JH146_0287
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	265098	265967	-	WP_048201338.1	WP_048201338.1		PHP domain-containing protein		24890880	JH146_RS01445	870	289	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	266150	267586	-						24890881	JH146_RS01450	1437		old_locus_tag=JH146_0288
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	266150	267586	-	WP_153232482.1	WP_153232482.1		NAD(P)H-hydrate dehydratase		24890881	JH146_RS01450	1437	478	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	267673	268593	+						24890882	JH146_RS01455	921		old_locus_tag=JH146_0289
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	267673	268593	+	WP_048201340.1	WP_048201340.1		aldolase		24890882	JH146_RS01455	921	306	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	268618	269499	-						24890883	JH146_RS01460	882		old_locus_tag=JH146_0290
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	268618	269499	-	WP_048201341.1	WP_048201341.1		metal-dependent hydrolase		24890883	JH146_RS01460	882	293	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	269585	269746	-						42317318	JH146_RS08620	162		
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	269585	269746	-	WP_153232483.1	WP_153232483.1		hypothetical protein		42317318	JH146_RS08620	162	53	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	269945	270325	-					tsaA	24890884	JH146_RS01465	381		old_locus_tag=JH146_0291
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	269945	270325	-	WP_048201342.1	WP_048201342.1		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA	24890884	JH146_RS01465	381	126	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	270325	271065	-						24890885	JH146_RS01470	741		old_locus_tag=JH146_0292
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	270325	271065	-	WP_048201343.1	WP_048201343.1		TatD family hydrolase		24890885	JH146_RS01470	741	246	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	271137	272207	+						24890886	JH146_RS01475	1071		old_locus_tag=JH146_0293
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	271137	272207	+	WP_048201344.1	WP_048201344.1		DUF362 domain-containing protein		24890886	JH146_RS01475	1071	356	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	272227	273144	-					pyrB	24890887	JH146_RS01480	918		old_locus_tag=JH146_0294
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	272227	273144	-	WP_048201345.1	WP_048201345.1		aspartate carbamoyltransferase	pyrB	24890887	JH146_RS01480	918	305	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273226	273570	+						24890888	JH146_RS01485	345		old_locus_tag=JH146_0295
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273226	273570	+	WP_048201346.1	WP_048201346.1		DUF2304 family protein		24890888	JH146_RS01485	345	114	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273548	273760	+						24890889	JH146_RS01490	213		old_locus_tag=JH146_0296
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273548	273760	+	WP_173400798.1	WP_173400798.1		hypothetical protein		24890889	JH146_RS01490	213	70	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273893	274663	-					cobM	24890890	JH146_RS01495	771		old_locus_tag=JH146_0297
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	273893	274663	-	WP_048202572.1	WP_048202572.1		precorrin-4 C(11)-methyltransferase	cobM	24890890	JH146_RS01495	771	256	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	274680	276515	-						24890891	JH146_RS01500	1836		old_locus_tag=JH146_0298
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	274680	276515	-	WP_048201347.1	WP_048201347.1		DUF2207 domain-containing protein		24890891	JH146_RS01500	1836	611	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	276642	277208	-						24890892	JH146_RS01505	567		old_locus_tag=JH146_0299
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	276642	277208	-	WP_048201348.1	WP_048201348.1		LemA family protein		24890892	JH146_RS01505	567	188	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	277276	277845	-						24890893	JH146_RS01510	570		old_locus_tag=JH146_0300
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	277276	277845	-	WP_048201349.1	WP_048201349.1		GMP synthase subunit A		24890893	JH146_RS01510	570	189	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	277865	278875	-						24890894	JH146_RS01515	1011		old_locus_tag=JH146_0301
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	277865	278875	-	WP_048201350.1	WP_048201350.1		ATP-binding protein		24890894	JH146_RS01515	1011	336	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	278941	279825	-					map	24890895	JH146_RS01520	885		old_locus_tag=JH146_0302
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	278941	279825	-	WP_048201351.1	WP_048201351.1		type II methionyl aminopeptidase	map	24890895	JH146_RS01520	885	294	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	279850	280953	-						24890896	JH146_RS01525	1104		old_locus_tag=JH146_0303
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	279850	280953	-	WP_048201352.1	WP_048201352.1		GTP-binding protein		24890896	JH146_RS01525	1104	367	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	281252	281521	-						24890897	JH146_RS01530	270		old_locus_tag=JH146_0304
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	281252	281521	-	WP_010870842.1	WP_010870842.1		metalloregulator ArsR/SmtB family transcription factor		24890897	JH146_RS01530	270	89	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	281670	282374	-					mobB	24890898	JH146_RS01535	705		old_locus_tag=JH146_0305
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	281670	282374	-	WP_048201353.1	WP_048201353.1		molybdopterin-guanine dinucleotide biosynthesis protein B	mobB	24890898	JH146_RS01535	705	234	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	282485	283576	+						24890899	JH146_RS01540	1092		old_locus_tag=JH146_0306
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	282485	283576	+	WP_048201354.1	WP_048201354.1		exonuclease SbcCD subunit D		24890899	JH146_RS01540	1092	363	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	283586	286609	+						24890900	JH146_RS01545	3024		old_locus_tag=JH146_0307
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	283586	286609	+	WP_048201355.1	WP_048201355.1		AAA family ATPase		24890900	JH146_RS01545	3024	1007	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	286645	287037	+						24890901	JH146_RS01550	393		old_locus_tag=JH146_0308
CDS	with_protein	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	286645	287037	+	WP_048202573.1	WP_048202573.1		ribonuclease VapC		24890901	JH146_RS01550	393	130	
gene	protein_coding	GCF_000739065.1	Primary Assembly	chromosome		NZ_CP009149.1	289155	289505	-						70359821	JH146_RS08775	351		
