# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	185874	186671	-						1451035	MJ_RS00975	798		old_locus_tag=MJ0188,MJ_0188
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	185874	186671	-	WP_010869683.1	WP_010869683.1		CBS domain-containing protein		1451035	MJ_RS00975	798	265	
gene	tRNA	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	186978	187066	+						1451036	MJ_RS00980	89		old_locus_tag=MJ_t06,MJt06,tRNA-Ser-1
tRNA		GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	186978	187066	+				tRNA-Ser		1451036	MJ_RS00980	89		anticodon=GGA
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	187138	187590	+						1451037	MJ_RS00985	453		old_locus_tag=MJ0189,MJ_0189
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	187138	187590	+	WP_010869684.1	WP_010869684.1		30S ribosomal protein S13		1451037	MJ_RS00985	453	150	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	187648	188211	+						1451038	MJ_RS00990	564		old_locus_tag=MJ0190,MJ_0190
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	187648	188211	+	WP_010869685.1	WP_010869685.1		30S ribosomal protein S4		1451038	MJ_RS00990	564	187	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	188237	188626	+						1451039	MJ_RS00995	390		old_locus_tag=MJ0191,MJ_0191
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	188237	188626	+	WP_010869686.1	WP_010869686.1		30S ribosomal protein S11		1451039	MJ_RS00995	390	129	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	188638	189213	+						1451040	MJ_RS01000	576		old_locus_tag=MJ0192,MJ_0192
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	188638	189213	+	WP_010869687.1	WP_010869687.1		DNA-directed RNA polymerase subunit D		1451040	MJ_RS01000	576	191	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	189291	189656	+						1451041	MJ_RS01005	366		old_locus_tag=MJ0193,MJ_0193
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	189291	189656	+	WP_010869688.1	WP_010869688.1		50S ribosomal protein L18e		1451041	MJ_RS01005	366	121	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	189688	190101	+					rplM	1451042	MJ_RS01010	414		old_locus_tag=MJ0194,MJ_0194
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	189688	190101	+	WP_010869689.1	WP_010869689.1		50S ribosomal protein L13	rplM	1451042	MJ_RS01010	414	137	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190111	190521	+						1451043	MJ_RS01015	411		old_locus_tag=MJ0195,MJ_0195
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190111	190521	+	WP_010869690.1	WP_010869690.1		30S ribosomal protein S9		1451043	MJ_RS01015	411	136	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190579	190800	+						1451044	MJ_RS01020	222		old_locus_tag=MJ0196,MJ_0196
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190579	190800	+	WP_010869691.1	WP_010869691.1		DNA-directed RNA polymerase subunit N		1451044	MJ_RS01020	222	73	
gene	tRNA	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190832	190908	+						1451045	MJ_RS01025	77		old_locus_tag=MJ_t07,MJt07,tRNA-Pro-1
tRNA		GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190832	190908	+				tRNA-Pro		1451045	MJ_RS01025	77		anticodon=GGG
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190941	191114	+						1451046	MJ_RS01030	174		old_locus_tag=MJ0197,MJ_0197
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	190941	191114	+	WP_010869692.1	WP_010869692.1		DNA-directed RNA polymerase subunit K		1451046	MJ_RS01030	174	57	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	191315	192259	+						1451047	MJ_RS01035	945		old_locus_tag=MJ0198,MJ_0198
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	191315	192259	+	WP_010869693.1	WP_010869693.1		hypothetical protein		1451047	MJ_RS01035	945	314	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	192382	192570	+						1451048	MJ_RS01040	189		old_locus_tag=MJ0199,MJ_0199
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	192382	192570	+	WP_064496418.1	WP_064496418.1		4Fe-4S binding protein		1451048	MJ_RS01040	189	62	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	192616	192864	-						1451049	MJ_RS01045	249		old_locus_tag=MJ0200,MJ_0200
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	192616	192864	-	WP_010869695.1	WP_010869695.1		HypC/HybG/HupF family hydrogenase formation chaperone		1451049	MJ_RS01045	249	82	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	193001	193483	-						1451050	MJ_RS01050	483		old_locus_tag=MJ0201,MJ_0201
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	193001	193483	-	WP_010869696.1	WP_010869696.1		DedA family protein		1451050	MJ_RS01050	483	160	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	193576	194454	+						1451051	MJ_RS01055	879		old_locus_tag=MJ0202,MJ_0202
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	193576	194454	+	WP_064496419.1	WP_064496419.1		DUF89 domain-containing protein		1451051	MJ_RS01055	879	292	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	194575	195627	+					purM	1451052	MJ_RS01060	1053		old_locus_tag=MJ0203,MJ_0203
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	194575	195627	+	WP_010869698.1	WP_010869698.1		phosphoribosylformylglycinamidine cyclo-ligase	purM	1451052	MJ_RS01060	1053	350	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	195727	197142	+					purF	1451053	MJ_RS01065	1416		old_locus_tag=MJ0204,MJ_0204
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	195727	197142	+	WP_010869699.1	WP_010869699.1		amidophosphoribosyltransferase	purF	1451053	MJ_RS01065	1416	471	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	197404	198450	-					asd	1451054	MJ_RS01070	1047		old_locus_tag=MJ0205,MJ_0205
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	197404	198450	-	WP_064496420.1	WP_064496420.1		aspartate-semialdehyde dehydrogenase	asd	1451054	MJ_RS01070	1047	348	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	198461	198868	-						1451055	MJ_RS01075	408		old_locus_tag=MJ0206,MJ_0206
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	198461	198868	-	WP_010869701.1	WP_010869701.1		DUF371 domain-containing protein		1451055	MJ_RS01075	408	135	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	198964	199419	+						1451056	MJ_RS01080	456		old_locus_tag=MJ0207,MJ_0207
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	198964	199419	+	WP_010869702.1	WP_010869702.1		hypothetical protein		1451056	MJ_RS01080	456	151	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	199423	200139	-						1451057	MJ_RS01085	717		old_locus_tag=MJ0208,MJ_0208
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	199423	200139	-	WP_064496421.1	WP_064496421.1		dihydromethanopterin reductase (acceptor)		1451057	MJ_RS01085	717	238	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	200153	200935	-						1451058	MJ_RS01090	783		old_locus_tag=MJ0209,MJ_0209
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	200153	200935	-	WP_064496422.1	WP_064496422.1		phosphopantothenate/pantothenate synthetase		1451058	MJ_RS01090	783	260	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	201040	202134	+					sucC	1451059	MJ_RS01095	1095		old_locus_tag=MJ0210,MJ_0210
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	201040	202134	+	WP_010869705.1	WP_010869705.1		ADP-forming succinate--CoA ligase subunit beta	sucC	1451059	MJ_RS01095	1095	364	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	202199	202696	+						1451060	MJ_RS01100	498		old_locus_tag=MJ0210.1,MJ_0210.1
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	202199	202696	+	WP_244409438.1	WP_244409438.1		hypothetical protein		1451060	MJ_RS01100	498	165	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	202712	203629	+						1451061	MJ_RS01105	918		old_locus_tag=MJ0211,MJ_0211
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	202712	203629	+	WP_010869707.1	WP_010869707.1		SDR family oxidoreductase		1451061	MJ_RS01105	918	305	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	203756	204019	+					albA	1451062	MJ_RS01110	264		old_locus_tag=MJ0212,MJ_0212
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	203756	204019	+	WP_010869708.1	WP_010869708.1		DNA-binding protein Alba	albA	1451062	MJ_RS01110	264	87	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	204134	204583	+						1451063	MJ_RS01115	450		old_locus_tag=MJ0213,MJ_0213
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	204134	204583	+	WP_010869709.1	WP_010869709.1		hypothetical protein		1451063	MJ_RS01115	450	149	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	204673	205047	+					hypA	1451064	MJ_RS01120	375		old_locus_tag=MJ0214,MJ_0214
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	204673	205047	+	WP_010869710.1	WP_010869710.1		hydrogenase maturation nickel metallochaperone HypA	hypA	1451064	MJ_RS01120	375	124	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	205184	205633	-						1451065	MJ_RS01125	450		old_locus_tag=MJ0215,MJ_0215
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	205184	205633	-	WP_064496423.1	WP_064496423.1		hypothetical protein		1451065	MJ_RS01125	450	149	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	205740	207137	-						1451066	MJ_RS01130	1398		old_locus_tag=MJ0216,MJ_0216
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	205740	207137	-	WP_010869712.1	WP_010869712.1		ATP synthase subunit B		1451066	MJ_RS01130	1398	465	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	207184	208947	-						1451067	MJ_RS01135	1764		old_locus_tag=MJ0217,MJ_0217
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	207184	208947	-	WP_064496424.1	WP_064496424.1		ATP synthase subunit A		1451067	MJ_RS01135	1764	587	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	209008	209304	-						1451068	MJ_RS01140	297		old_locus_tag=MJ0218,MJ_0218
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	209008	209304	-	WP_010869714.1	WP_010869714.1		V-type ATP synthase subunit F		1451068	MJ_RS01140	297	98	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	209315	210514	-						1451069	MJ_RS01145	1200		old_locus_tag=MJ0219,MJ_0219
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	209315	210514	-	WP_010869715.1	WP_010869715.1		V-type ATP synthase subunit C		1451069	MJ_RS01145	1200	399	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	210618	211229	-						1451070	MJ_RS01150	612		old_locus_tag=MJ0220,MJ_0220
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	210618	211229	-	WP_064496425.1	WP_064496425.1		V-type proton ATPase subunit E		1451070	MJ_RS01150	612	203	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	211295	211957	-						1451071	MJ_RS01155	663		old_locus_tag=MJ0221,MJ_0221
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	211295	211957	-	WP_010869717.1	WP_010869717.1		ATP synthase subunit K		1451071	MJ_RS01155	663	220	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	212061	214124	-						1451072	MJ_RS01160	2064		old_locus_tag=MJ0222,MJ_0222
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	212061	214124	-	WP_064496426.1	WP_064496426.1		V-type ATP synthase subunit I		1451072	MJ_RS01160	2064	687	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	214157	214471	-					ahaH	1451073	MJ_RS01165	315		old_locus_tag=MJ0223,MJ_0223
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	214157	214471	-	WP_010869719.1	WP_010869719.1		ATP synthase archaeal subunit H	ahaH	1451073	MJ_RS01165	315	104	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	214560	215069	-						1451074	MJ_RS01170	510		old_locus_tag=MJ0224,MJ_0224
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	214560	215069	-	WP_010869720.1	WP_010869720.1		DUF531 domain-containing protein		1451074	MJ_RS01170	510	169	
gene	tRNA	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	215210	215297	+						1451075	MJ_RS01175	88		old_locus_tag=MJ_t08,MJt08,tRNA-Leu-2
tRNA		GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	215210	215297	+				tRNA-Leu		1451075	MJ_RS01175	88		anticodon=TAA
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	215452	216240	+					nucS	1451076	MJ_RS01180	789		old_locus_tag=MJ0225,MJ_0225
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	215452	216240	+	WP_064496427.1	WP_064496427.1		endonuclease NucS	nucS	1451076	MJ_RS01180	789	262	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	216415	216972	+						1451077	MJ_RS01185	558		old_locus_tag=MJ0226,MJ_0226
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	216415	216972	+	WP_064496428.1	WP_064496428.1		XTP/dITP diphosphatase		1451077	MJ_RS01185	558	185	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	216955	217536	-						1451078	MJ_RS01190	582		old_locus_tag=MJ0226.1,MJ_0226.1
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	216955	217536	-	WP_010869723.1	WP_010869723.1		hypothetical protein		1451078	MJ_RS01190	582	193	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	217646	217798	-						43875335	MJ_RS09450	153		
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	217646	217798	-	WP_162484743.1	WP_162484743.1		hypothetical protein		43875335	MJ_RS09450	153	50	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	217795	218154	-						1451079	MJ_RS01195	360		old_locus_tag=MJ0226.2,MJ_0226.2
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	217795	218154	-	WP_064496429.1	WP_064496429.1		hypothetical protein		1451079	MJ_RS01195	360	119	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	218218	219099	+						1451080	MJ_RS01200	882		old_locus_tag=MJ0227,MJ_0227
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	218218	219099	+	WP_064496430.1	WP_064496430.1		triphosphoribosyl-dephospho-CoA synthase		1451080	MJ_RS01200	882	293	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	219104	220837	+					glyS	1451081	MJ_RS01205	1734		old_locus_tag=MJ0228,MJ_0228
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	219104	220837	+	WP_010869726.1	WP_010869726.1		glycine--tRNA ligase	glyS	1451081	MJ_RS01205	1734	577	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	220846	221133	-						1451082	MJ_RS01210	288		old_locus_tag=MJ0229,MJ_0229
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	220846	221133	-	WP_010869727.1	WP_010869727.1		transcriptional regulator		1451082	MJ_RS01210	288	95	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	221138	221383	-						1451083	MJ_RS01215	246		old_locus_tag=MJ0230,MJ_0230
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	221138	221383	-	WP_064496431.1	WP_064496431.1		hypothetical protein		1451083	MJ_RS01215	246	81	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	221541	222791	-						1451084	MJ_RS01220	1251		old_locus_tag=MJ0231,MJ_0231
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	221541	222791	-	WP_010869729.1	WP_010869729.1		TldD/PmbA family protein		1451084	MJ_RS01220	1251	416	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	222923	224194	-					eno	1451085	MJ_RS01225	1272		old_locus_tag=MJ0232,MJ_0232
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	222923	224194	-	WP_064496902.1	WP_064496902.1		phosphopyruvate hydratase	eno	1451085	MJ_RS01225	1272	423	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	224278	225111	+						1451086	MJ_RS01230	834		old_locus_tag=MJ0233,MJ_0233
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	224278	225111	+	WP_010869731.1	WP_010869731.1		DUF4013 domain-containing protein		1451086	MJ_RS01230	834	277	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	225108	226118	+					trpD	1451087	MJ_RS01235	1011		old_locus_tag=MJ0234,MJ_0234
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	225108	226118	+	WP_010869732.1	WP_010869732.1		anthranilate phosphoribosyltransferase	trpD	1451087	MJ_RS01235	1011	336	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	226121	226369	+						1451088	MJ_RS01240	249		old_locus_tag=MJ0235,MJ_0235
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	226121	226369	+	WP_010869733.1	WP_010869733.1		hypothetical protein		1451088	MJ_RS01240	249	82	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	226386	227639	+						1451089	MJ_RS01245	1254		old_locus_tag=MJ0236,MJ_0236
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	226386	227639	+	WP_064496432.1	WP_064496432.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase		1451089	MJ_RS01245	1254	417	
gene	tRNA	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	227704	227780	-						1451090	MJ_RS01250	77		old_locus_tag=MJ_t09,MJt09,tRNA-Ala-2
tRNA		GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	227704	227780	-				tRNA-Ala		1451090	MJ_RS01250	77		anticodon=GGC
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	228020	229720	+					argS	1451091	MJ_RS01255	1701		old_locus_tag=MJ0237,MJ_0237
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	228020	229720	+	WP_010869735.1	WP_010869735.1		arginine--tRNA ligase	argS	1451091	MJ_RS01255	1701	566	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	229852	230445	+						1451092	MJ_RS01260	594		old_locus_tag=MJ0238,MJ_0238
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	229852	230445	+	WP_010869736.1	WP_010869736.1		aminodeoxychorismate/anthranilate synthase component II		1451092	MJ_RS01260	594	197	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	230503	230988	+						1451093	MJ_RS01265	486		old_locus_tag=MJ0239,MJ_0239
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	230503	230988	+	WP_064496433.1	WP_064496433.1		hypothetical protein		1451093	MJ_RS01265	486	161	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	231088	231615	-					cyaB	1451094	MJ_RS01270	528		old_locus_tag=MJ0240,MJ_0240
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	231088	231615	-	WP_010869738.1	WP_010869738.1		class IV adenylate cyclase	cyaB	1451094	MJ_RS01270	528	175	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	231622	232059	-						1451095	MJ_RS01275	438		old_locus_tag=MJ0241,MJ_0241
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	231622	232059	-	WP_010869739.1	WP_010869739.1		Rrf2 family transcriptional regulator		1451095	MJ_RS01275	438	145	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	232312	232560	-					gatC	1451097	MJ_RS01280	249		old_locus_tag=MJ0243,MJ_0243
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	232312	232560	-	WP_010869741.1	WP_010869741.1		Asp-tRNA(Asn) amidotransferase subunit GatC	gatC	1451097	MJ_RS01280	249	82	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	232579	233448	-					dapA	1451098	MJ_RS01285	870		old_locus_tag=MJ0244,MJ_0244
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	232579	233448	-	WP_010869742.1	WP_010869742.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA	1451098	MJ_RS01285	870	289	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	233459	233647	-						1451099	MJ_RS01290	189		old_locus_tag=MJ0245,MJ_0245
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	233459	233647	-	WP_064496434.1	WP_064496434.1		30S ribosomal protein S17e		1451099	MJ_RS01290	189	62	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	233695	233994	-						1451100	MJ_RS01295	300		old_locus_tag=MJ0246,MJ_0246
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	233695	233994	-	WP_010869744.1	WP_010869744.1		chorismate mutase		1451100	MJ_RS01295	300	99	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	234296	235039	+						1451101	MJ_RS01300	744		old_locus_tag=MJ0247,MJ_0247
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	234296	235039	+	WP_010869745.1	WP_010869745.1		DNA polymerase sliding clamp		1451101	MJ_RS01300	744	247	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235139	235651	+						1451102	MJ_RS01305	513		old_locus_tag=MJ0248,MJ_0248
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235139	235651	+	WP_064496435.1	WP_064496435.1		hypothetical protein		1451102	MJ_RS01305	513	170	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235629	235913	+						1451103	MJ_RS01310	285		old_locus_tag=MJ0249,MJ_0249
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235629	235913	+	WP_010869747.1	WP_010869747.1		50S ribosomal protein L44e		1451103	MJ_RS01310	285	94	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235984	236169	+						1451104	MJ_RS01315	186		old_locus_tag=MJ0250,MJ_0250
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	235984	236169	+	WP_012981369.1	WP_012981369.1		30S ribosomal protein S27e		1451104	MJ_RS01315	186	61	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	238282	238725	-						1451105	MJ_RS01320	444		old_locus_tag=MJ0251,MJ_0251
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	238282	238725	-	WP_010869749.1	WP_010869749.1		ferredoxin family protein		1451105	MJ_RS01320	444	147	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	238846	239487	+					pyrF	1451106	MJ_RS01325	642		old_locus_tag=MJ0252,MJ_0252
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	238846	239487	+	WP_064496436.1	WP_064496436.1		orotidine-5'-phosphate decarboxylase	pyrF	1451106	MJ_RS01325	642	213	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	239492	239956	+					frhD	1451107	MJ_RS01330	465		old_locus_tag=MJ0253,MJ_0253
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	239492	239956	+	WP_010869751.1	WP_010869751.1		coenzyme F420-reducing hydrogenase, FrhD protein	frhD	1451107	MJ_RS01330	465	154	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	239966	240604	+					radB	1451108	MJ_RS01335	639		old_locus_tag=MJ0254,MJ_0254
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	239966	240604	+	WP_010869752.1	WP_010869752.1		DNA repair and recombination protein RadB	radB	1451108	MJ_RS01335	639	212	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	240601	241356	-					comA	1451109	MJ_RS01340	756		old_locus_tag=MJ0255,MJ_0255
CDS	with_protein	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	240601	241356	-	WP_010869753.1	WP_010869753.1		phosphosulfolactate synthase	comA	1451109	MJ_RS01340	756	251	
gene	protein_coding	GCF_000091665.1	Primary Assembly	chromosome		NC_000909.1	241512	242021	+					comD	27929948	MJ_RS01345	510		
