# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	276826	277287	+	WP_015790858.1	WP_015790858.1		hypothetical protein		8364946	MEFER_RS01390	462	153	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	277287	278093	+						8364947	MEFER_RS01395	807		old_locus_tag=Mefer_0282
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	277287	278093	+	WP_015790859.1	WP_015790859.1		hypothetical protein		8364947	MEFER_RS01395	807	268	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	278105	279325	-						8364948	MEFER_RS01400	1221		old_locus_tag=Mefer_0283
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	278105	279325	-	WP_015790860.1	WP_015790860.1		methionine adenosyltransferase		8364948	MEFER_RS01400	1221	406	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	279443	280123	-						8364949	MEFER_RS01405	681		old_locus_tag=Mefer_0284
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	279443	280123	-	WP_015790861.1	WP_015790861.1		GNAT family N-acetyltransferase		8364949	MEFER_RS01405	681	226	
gene	tRNA	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280191	280266	-						8364950	MEFER_RS01410	76		old_locus_tag=Mefer_R0004
tRNA		GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280191	280266	-				tRNA-Gly		8364950	MEFER_RS01410	76		anticodon=TCC
gene	tRNA	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280296	280371	-						8364951	MEFER_RS01415	76		old_locus_tag=Mefer_R0005
tRNA		GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280296	280371	-				tRNA-Gly		8364951	MEFER_RS01415	76		anticodon=GCC
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280547	281224	+						8364952	MEFER_RS01420	678		old_locus_tag=Mefer_0285
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	280547	281224	+	WP_015790862.1	WP_015790862.1		segregation/condensation protein A		8364952	MEFER_RS01420	678	225	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	283279	284544	-						8364954	MEFER_RS01425	1266		old_locus_tag=Mefer_0287
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	283279	284544	-	WP_015790863.1	WP_015790863.1		UbiD family decarboxylase		8364954	MEFER_RS01425	1266	421	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	284625	284972	+						8364955	MEFER_RS01430	348		old_locus_tag=Mefer_0288
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	284625	284972	+	WP_015790864.1	WP_015790864.1		UPF0058 family protein		8364955	MEFER_RS01430	348	115	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	284992	285924	+					guaA	8364956	MEFER_RS01435	933		old_locus_tag=Mefer_0289
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	284992	285924	+	WP_048056265.1	WP_048056265.1		glutamine-hydrolyzing GMP synthase	guaA	8364956	MEFER_RS01435	933	310	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	286031	287638	+						8364957	MEFER_RS01440	1608		old_locus_tag=Mefer_0290
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	286031	287638	+	WP_015790866.1	WP_015790866.1		bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase		8364957	MEFER_RS01440	1608	535	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	287694	287981	+						8364958	MEFER_RS01445	288		old_locus_tag=Mefer_0291
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	287694	287981	+	WP_015790867.1	WP_015790867.1		metal-sulfur cluster assembly factor		8364958	MEFER_RS01445	288	95	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	287993	288910	+						8364959	MEFER_RS01450	918		old_locus_tag=Mefer_0292
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	287993	288910	+	WP_015790868.1	WP_015790868.1		D-glucuronyl C5-epimerase family protein		8364959	MEFER_RS01450	918	305	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	288911	289753	-						8364960	MEFER_RS01455	843		old_locus_tag=Mefer_0293
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	288911	289753	-	WP_015790869.1	WP_015790869.1		TatD family hydrolase		8364960	MEFER_RS01455	843	280	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	289849	291075	-					hflX	8364961	MEFER_RS01460	1227		old_locus_tag=Mefer_0294
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	289849	291075	-	WP_015790870.1	WP_015790870.1		GTPase HflX	hflX	8364961	MEFER_RS01460	1227	408	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	291341	292048	+						8364962	MEFER_RS01465	708		old_locus_tag=Mefer_0295
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	291341	292048	+	WP_015790871.1	WP_015790871.1		DUF364 domain-containing protein		8364962	MEFER_RS01465	708	235	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	292072	294162	-						8364963	MEFER_RS01470	2091		old_locus_tag=Mefer_0296
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	292072	294162	-	WP_015790872.1	WP_015790872.1		DEAD/DEAH box helicase		8364963	MEFER_RS01470	2091	696	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	294325	294939	-						8364964	MEFER_RS01475	615		old_locus_tag=Mefer_0297
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	294325	294939	-	WP_015790873.1	WP_015790873.1		class I SAM-dependent methyltransferase		8364964	MEFER_RS01475	615	204	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	294926	295774	-						8364965	MEFER_RS01480	849		old_locus_tag=Mefer_0298
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	294926	295774	-	WP_015790874.1	WP_015790874.1		LysR family transcriptional regulator		8364965	MEFER_RS01480	849	282	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	295778	296665	-					dapF	8364966	MEFER_RS01485	888		old_locus_tag=Mefer_0299
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	295778	296665	-	WP_048056267.1	WP_048056267.1		diaminopimelate epimerase	dapF	8364966	MEFER_RS01485	888	295	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	296696	296962	-						8364967	MEFER_RS01490	267		old_locus_tag=Mefer_0300
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	296696	296962	-	WP_015790876.1	WP_015790876.1		PRC-barrel domain-containing protein		8364967	MEFER_RS01490	267	88	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	296964	297563	-						8364968	MEFER_RS01495	600		old_locus_tag=Mefer_0301
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	296964	297563	-	WP_015790877.1	WP_015790877.1		TIGR00454 family protein		8364968	MEFER_RS01495	600	199	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	297637	299169	+					asnB	8364969	MEFER_RS01500	1533		old_locus_tag=Mefer_0302
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	297637	299169	+	WP_015790878.1	WP_015790878.1		asparagine synthase (glutamine-hydrolyzing)	asnB	8364969	MEFER_RS01500	1533	510	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	299175	299948	+						8364970	MEFER_RS01505	774		old_locus_tag=Mefer_0303
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	299175	299948	+	WP_015790879.1	WP_015790879.1		BtpA/SgcQ family protein		8364970	MEFER_RS01505	774	257	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	299950	300834	+						8364971	MEFER_RS01510	885		old_locus_tag=Mefer_0304
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	299950	300834	+	WP_015790880.1	WP_015790880.1		glycosyl transferase		8364971	MEFER_RS01510	885	294	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	300846	302141	+					cca	8364972	MEFER_RS01515	1296		old_locus_tag=Mefer_0305
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	300846	302141	+	WP_245527787.1	WP_245527787.1		CCA tRNA nucleotidyltransferase	cca	8364972	MEFER_RS01515	1296	431	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	302171	303631	+						8364973	MEFER_RS01520	1461		old_locus_tag=Mefer_0306
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	302171	303631	+	WP_015790882.1	WP_015790882.1		DUF530 family protein		8364973	MEFER_RS01520	1461	486	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	303775	304302	-					pyrE	8364974	MEFER_RS01525	528		old_locus_tag=Mefer_0307
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	303775	304302	-	WP_015790883.1	WP_015790883.1		orotate phosphoribosyltransferase	pyrE	8364974	MEFER_RS01525	528	175	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	304391	305476	-						8364975	MEFER_RS01530	1086		old_locus_tag=Mefer_0308
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	304391	305476	-	WP_015790884.1	WP_015790884.1		formate--phosphoribosylaminoimidazolecarboxamide ligase		8364975	MEFER_RS01530	1086	361	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	305682	305933	+						8364976	MEFER_RS01535	252		old_locus_tag=Mefer_0309
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	305682	305933	+	WP_211204176.1	WP_211204176.1		50S ribosomal protein L31e		8364976	MEFER_RS01535	252	83	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	305961	306641	+						8364977	MEFER_RS01540	681		old_locus_tag=Mefer_0310
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	305961	306641	+	WP_048056268.1	WP_048056268.1		translation initiation factor IF-6		8364977	MEFER_RS01540	681	226	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	306638	307693	-						8364978	MEFER_RS01545	1056		old_locus_tag=Mefer_0311
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	306638	307693	-	WP_015790887.1	WP_015790887.1		TIGR00303 family protein		8364978	MEFER_RS01545	1056	351	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	307996	309903	+					acs	8364979	MEFER_RS01550	1908		old_locus_tag=Mefer_0312
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	307996	309903	+	WP_048056269.1	WP_048056269.1		acetate--CoA ligase	acs	8364979	MEFER_RS01550	1908	635	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	309937	310770	-						8364980	MEFER_RS01555	834		old_locus_tag=Mefer_0313
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	309937	310770	-	WP_048056270.1	WP_048056270.1		phosphoadenosine phosphosulfate reductase family protein		8364980	MEFER_RS01555	834	277	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	310846	311379	+						8364981	MEFER_RS01560	534		old_locus_tag=Mefer_0314
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	310846	311379	+	WP_015790890.1	WP_015790890.1		CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol synthase		8364981	MEFER_RS01560	534	177	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	311382	311864	+						8364982	MEFER_RS01565	483		old_locus_tag=Mefer_0315
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	311382	311864	+	WP_015790891.1	WP_015790891.1		ACT domain-containing protein		8364982	MEFER_RS01565	483	160	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	311889	312899	+						8364983	MEFER_RS01570	1011		old_locus_tag=Mefer_0316
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	311889	312899	+	WP_015790892.1	WP_015790892.1		homoserine dehydrogenase		8364983	MEFER_RS01570	1011	336	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	313459	314043	-						8364984	MEFER_RS01575	585		old_locus_tag=Mefer_0317
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	313459	314043	-	WP_015790893.1	WP_015790893.1		ZPR1 zinc finger domain-containing protein		8364984	MEFER_RS01575	585	194	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	314215	314853	+						8364985	MEFER_RS01580	639		old_locus_tag=Mefer_0318
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	314215	314853	+	WP_015790894.1	WP_015790894.1		helix-turn-helix transcriptional regulator		8364985	MEFER_RS01580	639	212	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	314858	315121	+					ehaA	8364986	MEFER_RS01585	264		old_locus_tag=Mefer_0319
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	314858	315121	+	WP_015790895.1	WP_015790895.1		energy-converting NiFe hydrogenase A subunit EhaA	ehaA	8364986	MEFER_RS01585	264	87	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315121	315615	+						8364987	MEFER_RS01590	495		old_locus_tag=Mefer_0320
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315121	315615	+	WP_015790896.1	WP_015790896.1		hypothetical protein		8364987	MEFER_RS01590	495	164	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315612	315860	+						8364988	MEFER_RS01595	249		old_locus_tag=Mefer_0321
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315612	315860	+	WP_157200672.1	WP_157200672.1		DUF2109 domain-containing protein		8364988	MEFER_RS01595	249	82	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315885	316163	+						8364989	MEFER_RS01600	279		old_locus_tag=Mefer_0322
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	315885	316163	+	WP_048056271.1	WP_048056271.1		DUF2108 domain-containing protein		8364989	MEFER_RS01600	279	92	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316179	316439	+						8364990	MEFER_RS01605	261		old_locus_tag=Mefer_0323
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316179	316439	+	WP_015790899.1	WP_015790899.1		EhaE family protein		8364990	MEFER_RS01605	261	86	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316452	316913	+						8364991	MEFER_RS01610	462		old_locus_tag=Mefer_0324
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316452	316913	+	WP_015790900.1	WP_015790900.1		EhaF family protein		8364991	MEFER_RS01610	462	153	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316923	317615	+						8364992	MEFER_RS01615	693		old_locus_tag=Mefer_0325
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	316923	317615	+	WP_015790901.1	WP_015790901.1		EhaG family protein		8364992	MEFER_RS01615	693	230	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	317608	318264	+						8364993	MEFER_RS01620	657		old_locus_tag=Mefer_0326
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	317608	318264	+	WP_015790902.1	WP_015790902.1		membrane protein		8364993	MEFER_RS01620	657	218	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	318275	318475	+						8364994	MEFER_RS01625	201		old_locus_tag=Mefer_0327
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	318275	318475	+	WP_015790903.1	WP_015790903.1		hypothetical protein		8364994	MEFER_RS01625	201	66	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	318569	319447	+						8364995	MEFER_RS01630	879		old_locus_tag=Mefer_0328
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	318569	319447	+	WP_015790904.1	WP_015790904.1		respiratory chain complex I subunit 1 family protein		8364995	MEFER_RS01630	879	292	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319449	319694	+						8364996	MEFER_RS01635	246		old_locus_tag=Mefer_0329
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319449	319694	+	WP_015790905.1	WP_015790905.1		hypothetical protein		8364996	MEFER_RS01635	246	81	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319706	319993	+						8364997	MEFER_RS01640	288		old_locus_tag=Mefer_0330
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319706	319993	+	WP_015790906.1	WP_015790906.1		DUF2104 domain-containing protein		8364997	MEFER_RS01640	288	95	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319996	320409	+						8364998	MEFER_RS01645	414		old_locus_tag=Mefer_0331
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	319996	320409	+	WP_015790907.1	WP_015790907.1		DUF1959 family protein		8364998	MEFER_RS01645	414	137	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	320412	320858	+						8364999	MEFER_RS01650	447		old_locus_tag=Mefer_0332
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	320412	320858	+	WP_015790908.1	WP_015790908.1		NADH-quinone oxidoreductase subunit B family protein		8364999	MEFER_RS01650	447	148	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	320863	321996	+						8365000	MEFER_RS01655	1134		old_locus_tag=Mefer_0333
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	320863	321996	+	WP_015790909.1	WP_015790909.1		nickel-dependent hydrogenase large subunit		8365000	MEFER_RS01655	1134	377	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	322054	323271	+						8365001	MEFER_RS01660	1218		old_locus_tag=Mefer_0334
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	322054	323271	+	WP_015790910.1	WP_015790910.1		4Fe-4S binding protein		8365001	MEFER_RS01660	1218	405	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	323249	323740	+						8365002	MEFER_RS01665	492		old_locus_tag=Mefer_0335
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	323249	323740	+	WP_015790911.1	WP_015790911.1		4Fe-4S binding protein		8365002	MEFER_RS01665	492	163	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	324030	324779	+						8365003	MEFER_RS01670	750		old_locus_tag=Mefer_0336
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	324030	324779	+	WP_048056272.1	WP_048056272.1		4Fe-4S binding protein		8365003	MEFER_RS01670	750	249	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	324784	325299	-						8365004	MEFER_RS01675	516		old_locus_tag=Mefer_0337
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	324784	325299	-	WP_015790913.1	WP_015790913.1		ABC transporter permease		8365004	MEFER_RS01675	516	171	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	325468	325929	-						8365005	MEFER_RS01680	462		old_locus_tag=Mefer_0338
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	325468	325929	-	WP_048056273.1	WP_048056273.1		hypothetical protein		8365005	MEFER_RS01680	462	153	
gene	pseudogene	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	326068	326694	-						8365006	MEFER_RS01685	627		pseudo;old_locus_tag=Mefer_0339
CDS	without_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	326068	326694	-				cobaltochelatase subunit CobN		8365006	MEFER_RS01685	627		pseudo
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	326702	327049	-						8365007	MEFER_RS01690	348		old_locus_tag=Mefer_0340
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	326702	327049	-	WP_015790915.1	WP_015790915.1		hypothetical protein		8365007	MEFER_RS01690	348	115	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	327054	328055	-						8365008	MEFER_RS01695	1002		old_locus_tag=Mefer_0341
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	327054	328055	-	WP_015790916.1	WP_015790916.1		methyltransferase domain-containing protein		8365008	MEFER_RS01695	1002	333	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	328305	329495	-						8365009	MEFER_RS01700	1191		old_locus_tag=Mefer_0342
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	328305	329495	-	WP_015790917.1	WP_015790917.1		preprotein translocase subunit SecD		8365009	MEFER_RS01700	1191	396	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	329575	329862	+						8365010	MEFER_RS01705	288		old_locus_tag=Mefer_0343
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	329575	329862	+	WP_015790918.1	WP_015790918.1		SemiSWEET transporter		8365010	MEFER_RS01705	288	95	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	329888	330646	+						8365011	MEFER_RS01710	759		old_locus_tag=Mefer_0344
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	329888	330646	+	WP_015790919.1	WP_015790919.1		bifunctional fructose-bisphosphatase/inositol-phosphate phosphatase		8365011	MEFER_RS01710	759	252	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	330648	331979	-					pyk	8365012	MEFER_RS01715	1332		old_locus_tag=Mefer_0345
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	330648	331979	-	WP_015790920.1	WP_015790920.1		pyruvate kinase	pyk	8365012	MEFER_RS01715	1332	443	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	332001	333164	-						8365013	MEFER_RS01720	1164		old_locus_tag=Mefer_0346
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	332001	333164	-	WP_015790921.1	WP_015790921.1		hypothetical protein		8365013	MEFER_RS01720	1164	387	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	333154	334752	-						8365014	MEFER_RS01725	1599		old_locus_tag=Mefer_0347
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	333154	334752	-	WP_015790922.1	WP_015790922.1		dihydropteroate synthase-like protein		8365014	MEFER_RS01725	1599	532	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	334843	335547	+						8365015	MEFER_RS01730	705		old_locus_tag=Mefer_0348
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	334843	335547	+	WP_015790923.1	WP_015790923.1		proteasome assembly chaperone family protein		8365015	MEFER_RS01730	705	234	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	335688	336032	+						8365016	MEFER_RS01735	345		old_locus_tag=Mefer_0349
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	335688	336032	+	WP_015790924.1	WP_015790924.1		DUF473 family protein		8365016	MEFER_RS01735	345	114	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	336019	337986	-						8365017	MEFER_RS01740	1968		old_locus_tag=Mefer_0350
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	336019	337986	-	WP_015790925.1	WP_015790925.1		IGHMBP2 family helicase		8365017	MEFER_RS01740	1968	655	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	338124	341162	-						8365018	MEFER_RS01745	3039		old_locus_tag=Mefer_0351
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	338124	341162	-	WP_015790926.1	WP_015790926.1		N-6 DNA methylase		8365018	MEFER_RS01745	3039	1012	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	341229	342530	-						8365019	MEFER_RS01750	1302		old_locus_tag=Mefer_0352
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	341229	342530	-	WP_015790927.1	WP_015790927.1		radical SAM protein		8365019	MEFER_RS01750	1302	433	
gene	tRNA	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	342640	342727	-						8365020	MEFER_RS01755	88		old_locus_tag=Mefer_R0006
tRNA		GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	342640	342727	-				tRNA-Leu		8365020	MEFER_RS01755	88		anticodon=GAG
gene	tRNA	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	342820	342931	+						8365021	MEFER_RS01760	112		old_locus_tag=Mefer_R0007
tRNA		GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	342820	342931	+				tRNA-Met		8365021	MEFER_RS01760	77		anticodon=CAT
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	343041	343592	+						8365022	MEFER_RS01765	552		old_locus_tag=Mefer_0353
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	343041	343592	+	WP_015790928.1	WP_015790928.1		UbiX family flavin prenyltransferase		8365022	MEFER_RS01765	552	183	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	343617	344972	+						8365023	MEFER_RS01770	1356		old_locus_tag=Mefer_0354
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	343617	344972	+	WP_015790929.1	WP_015790929.1		signal recognition particle protein Srp54		8365023	MEFER_RS01770	1356	451	
gene	protein_coding	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	345095	346624	+						8365024	MEFER_RS01775	1530		old_locus_tag=Mefer_0355
CDS	with_protein	GCF_000023985.1	Primary Assembly	chromosome		NC_013156.1	345095	346624	+	WP_211204169.1	WP_211204169.1		CBS domain-containing protein		8365024	MEFER_RS01775	1530	509	
